id,record_type,nasa_yuwe,nasa_yuwe_norm,espanol,espanol_norm,categoria,subcategoria,tipo_entrada,source_kind,fuente_url,fuente_nombre,estado_validacion,nivel_confianza,quality_flag,licencia_uso,fecha_extraccion,intencion,split,notas
LEXR-01338,lexico,wecha pu’ch-,wecha pu'ch-,felicitar,felicitar,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=3599,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=verb transitive
LEXR-01339,lexico,wej yat,wej yat,puente techado,puente techado,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=3610,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=sustantivo
LEXR-01340,lexico,weysá,weysá,"comprador, que compra","comprador, que compra",diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=3643,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,dev,POS=sustantivo
LEXR-01341,lexico,ya’iweech-,ya'iweech-,ser burlado,ser burlado,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=3756,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,test,POS=verb reflexive
LEXR-01342,lexico,yu’a-,yu'a-,volverse agua,volverse agua,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=3872,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=verb intransitive
LEXR-01343,lexico,yu’mityj,yu'mityj,el cántaro,el cántaro,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=3894,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=sustantivo
LEXR-01344,lexico,yujnz,yujnz,la aguja,la aguja,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=3823,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=sustantivo
LEXR-01345,lexico,yul pẽysa,yul pẽysa,cobrador,cobrador,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=3830,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=sustantivo
LEXR-01346,lexico,yuu-,yuu-,ser,ser,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=3913,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=verb auxilary
LEXR-01347,lexico,yuusá,yuusá,que viene,que viene,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=3915,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=sustantivo
LEXR-01348,lexico,"zunz, zunzcuẽ","zunz, zunzcuẽ",1. delgado; 2.tono muy agudo (música),1. delgado; 2. tono muy agudo (música),diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=3943,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=adjetivo
LEXR-01349,lexico,ñaja- (yãja-),ñaja- (yãja-),"chuzar, punzar","chuzar, punzar",diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=2064,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=verb transitive
LEXR-01350,lexico,ñusha,ñusha,dulce (sabor),dulce (sabor),diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=2091,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,dev,POS=adjetivo
LEXR-01351,lexico,ũ’ jyaw yat,ũ' jyaw yat,"el troje, granero","el troje, granero",diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=3437,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,test,POS=sustantivo
LEXR-01352,lexico,ũ’ne pety cjacj,ũ'ne pety cjacj,llanto,llanto,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=3450,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=sustantivo
LEXR-01353,lexico,"ũpjũupj-, ũpjũupju-","ũpjũupj-, ũpjũupju-","1. saltar (repetidas veces); 2. palpitar, latir","1. saltar (repetidas veces); 2. palpitar, latir",diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=3421,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=verb intransitive
LEXR-01354,lexico,ũucjmée,ũucjmée,sin miedo,sin miedo,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=3463,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=adverbio
LEXR-01355,lexico,ẽe cjũch,ẽe cjũch,nube obscura (mal agüero),nube obscura (mal agüero),diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=1244,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=sustantivo
LEXR-01356,lexico,ẽe cytã’,ẽe cytã',la escarcha,la escarcha,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=1245,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=sustantivo
LEXR-01357,lexico,a’mbande-,a'mbande-,"1. derrumbar 2. arar, sacar paladas","1. derrumbar 2. arar, sacar paladas",diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=241,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=verb transitive
LEXR-01358,lexico,ajwned-,ajwned-,dar latigo,dar latigo,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=142,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=verb transitive
LEXR-01359,lexico,animus,animus,"la ánima, la alma del difunto","la ánima, la alma del difunto",diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=160,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=sustantivo
LEXR-01360,lexico,atsa’,atsa',y,y,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=210,TalkingDictionary,revisado,alta,review,Uso academico con citacion de fuente,2026-04-25,lexico_directo,dev,POS=conjuction
LEXR-01361,lexico,atsewe’we,atsewe'we,hablar contra otro,hablar contra otro,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=215,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,test,POS=verb transitive
LEXR-01362,lexico,"beca sec, cuty beca","beca sec, cuty beca",chicha de maíz,chicha de maíz,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=321,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=sustantivo
LEXR-01363,lexico,"bu’ch, bu’chi-","bu'ch, bu'chi-","empezar a hervir, burbjear","empezar a hervir, burbjear",diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=356,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=verb intransitive
LEXR-01364,lexico,bu’mbu-,bu'mbu-,"hacer ruido, retumbar","hacer ruido, retumbar",diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=357,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=verb intransitive
LEXR-01365,lexico,"caacjẽu’j-, caacjẽuju-","caacjẽu'j-, caacjẽuju-",dejar pasar (para arriba),dejar pasar (para arriba),diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=452,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=verb transitive
LEXR-01366,lexico,"caasyũyũj-, caasyũyũju-","caasyũyũj-, caasyũyũju-",hacer sonar (maraca),hacer sonar (maraca),diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=537,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=verb transitive
LEXR-01367,lexico,catsundenimeesa,catsundenimeesa,anaco tubular,anaco tubular,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=421,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=sustantivo
LEXR-01368,lexico,"cchjãachja’j-, cchjãachja’ja-","cchjãachja'j-, cchjãachja'ja-","fortalecer, animar","fortalecer, animar",diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=588,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=verb transitive
LEXR-01369,lexico,cja’cjunde-,cja'cjunde-,"descolgar, quitar","descolgar, quitar",diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=624,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=verb transitive
LEXR-01370,lexico,cjĩj,cjĩj,la caña brava (planta),la caña brava (planta),diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=656,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,dev,POS=sustantivo
LEXR-01371,lexico,cseelpi’j-. cseelpi’ji-,cseelpi'j-. cseelpi'ji-,"hacer servir, ocupar, utilizar, usar","hacer servir, ocupar, utilizar, usar",diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=778,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,test,POS=verb transitive
LEXR-01372,lexico,cutyj bite,cutyj bite,maíz pintado,maíz pintado,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=878,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=sustantivo
LEXR-01373,lexico,cutyj cjas,cutyj cjas,pelusa de maíz,pelusa de maíz,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=879,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=sustantivo
LEXR-01374,lexico,cutyj dyi’tj,cutyj dyi'tj,caña de maíz,caña de maíz,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=883,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=sustantivo
LEXR-01375,lexico,"cweetj-, cweetje-","cweetj-, cweetje-","alumbrar, iluminar","alumbrar, iluminar",diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=947,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=verb intransitive
LEXR-01376,lexico,cytã’,cytã',la basura,la basura,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=983,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=sustantivo
LEXR-01377,lexico,deewẽeni,deewẽeni,sueño,sueño,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=1117,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=past participle
LEXR-01378,lexico,"e’ts, e’tscuẽ","e'ts, e'tscuẽ","esmeralda, colibrí (ave)","esmeralda, colibrí (ave)",diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=1220,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=sustantivo
LEXR-01379,lexico,ewcha,ewcha,!Hola! (saludando a un hombre),! hola! (saludando a un hombre),diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=1197,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=interjección
LEXR-01380,lexico,fitscu’ng,fitscu'ng,el nudillo (planta),el nudillo (planta),diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=1269,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,dev,POS=sustantivo
LEXR-01381,lexico,iiũ’-,iiũ'-,comer,comer,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=1432,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,test,POS=verb impersonal
LEXR-01382,lexico,ipyñiñ,ipyñiñ,"colorado, rojizo","colorado, rojizo",diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=1372,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=adjetivo
LEXR-01383,lexico,jembu cuseju,jembu cuseju,zurdo,zurdo,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=1505,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=adjetivo
LEXR-01384,lexico,jycaani,jycaani,"la orden, el mandato","la orden, el mandato",diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=1581,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=sustantivo
LEXR-01385,lexico,jycja’ctende-,jycja'ctende-,"descolgarse, librarse de, desechar una acusación","descolgarse, librarse de, desechar una acusación",diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=1585,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=verb transitive
LEXR-01386,lexico,"leng-, lengu-","leng-, lengu-",cojear,cojear,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=1694,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=verb intransitive
LEXR-01387,lexico,"lu’l-, lu’lu-","lu'l-, lu'lu-",moler (cosa aquada),moler (cosa aquada),diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=1721,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=verb transitive
LEXR-01388,lexico,ma’wẽnva,ma'wẽnva,"cuandoquiera, cualquier hora","cuandoquiera, cualquier hora",diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=1758,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=adverbio
LEXR-01389,lexico,nes,nes,permanentamente,permanentamente,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=1910,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=adverbio
LEXR-01390,lexico,ney,ney,el padre,el padre,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=1913,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,dev,POS=sustantivo
LEXR-01391,lexico,nmejtewe’sh,nmejtewe'sh,postrero,postrero,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=1961,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,test,POS=sustantivo
LEXR-01392,lexico,nus muse,nus muse,llovizna,llovizna,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=1992,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=sustantivo
LEXR-01393,lexico,palsin,palsin,barsino,barsino,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=2122,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=adjetivo
